sample_id,aum
1429,7.171503115384305
1260,7.028403432887108
1294,6.780932856387779
5918,6.637380322471994
5094,6.568611879817775
5649,6.457508376387299
1953,6.412245077187897
8762,6.405011388122058
9064,6.402614116668701
2408,6.310326972945791
3014,6.306144745623479
2277,6.274673496113449
1798,6.198430734579681
1938,6.188880867645389
6738,6.179559809262635
9274,6.124273179007358
1890,6.077869085014844
1578,6.077619296116907
9360,6.03840340942633
2705,6.031108189801701
356,6.010485616130907
1358,6.005186368207463
7881,5.975298241513674
9127,5.972410698406032
9972,5.969426327064389
2038,5.966092915320005
5756,5.932555386277496
349,5.9316263697186455
8100,5.918148046634236
9051,5.902980542573773
2171,5.879590561155413
5471,5.860335803422772
5861,5.853981221308474
1139,5.8400004175109945
6040,5.833617550427796
3473,5.807784580793537
1776,5.800485871365813
6265,5.784156187635953
9166,5.782239014985131
5000,5.769830455545519
1154,5.766128589872454
7322,5.765827990946223
6160,5.757468032055214
9128,5.7316165419875595
1386,5.728508282880314
622,5.715978686193951
2999,5.713691230680122
3522,5.703885819091171
5631,5.700277961668421
2294,5.699682951950636
7229,5.694829225540161
2205,5.692892549467868
699,5.67698252885068
6532,5.644776168416758
8822,5.640431568270824
392,5.627848338152542
1574,5.627260428960206
5699,5.617380333728478
807,5.616367555666165
7393,5.615992698513094
4601,5.596476803060438
9912,5.582408060793017
3683,5.576736435538432
4311,5.558637456815751
7765,5.530636058479059
196,5.525891407469257
609,5.515095461587437
8395,5.5128224228249225
5682,5.503182972063784
6005,5.492892124613777
6511,5.486422437136291
8214,5.480719026972036
7112,5.479813077410713
5494,5.46961452921883
8350,5.468883846626907
5127,5.468070707360252
1792,5.452585531062767
7516,5.447120987001012
5200,5.441081832666866
4915,5.433415412902832
2256,5.4264336150200645
3484,5.424731954199369
5426,5.421589761483864
9303,5.41048249455749
9821,5.404884709686529
4394,5.395181550354254
9927,5.392235111017696
7379,5.382771277036823
6149,5.380754326210647
6168,5.380223266413955
1547,5.3799596063670565
580,5.3482390074212045
762,5.347702954147683
5292,5.343413773130198
2433,5.328851863986156
4323,5.328464072747309
5525,5.319311622713433
7820,5.3171718433255055
7513,5.316976627365488
322,5.306619109799628
569,5.305196213673373
5192,5.304772803040802
7161,5.304154044292012
6275,5.285608893535176
5068,5.279028548568975
8949,5.276063911250381
4799,5.262708144109757
722,5.256792225310059
7560,5.2551558975313535
9910,5.251600202966909
1767,5.2509836002451475
4328,5.2402993284288
9174,5.223225660011416
1105,5.222533106315331
666,5.217610565609619
5009,5.217380343890581
3797,5.203810518882314
3965,5.201940130014888
9819,5.201121365437742
9726,5.200045999933462
7837,5.19755488536397
3205,5.173135152605713
180,5.170739459942599
9355,5.162771103812045
6999,5.151933805864365
6539,5.151751901282639
195,5.148184151678789
5329,5.139672975071141
6743,5.136105554025681
3435,5.1327856290535845
6129,5.131131453592269
8065,5.130542915375506
2489,5.128774848140654
5845,5.121122012372877
3679,5.120362344335337
5657,5.117723140560213
1727,5.115771331748024
458,5.115354910004334
7504,5.114016558303208
5341,5.11320662107624
8313,5.111963596500334
5113,5.106385293554087
9616,5.105961012058571
2179,5.1059584500359705
9894,5.100261907108495
2004,5.098786479136983
6339,5.09849497920177
6680,5.095681269637874
4886,5.089034297427193
2748,5.081979114501203
675,5.081349198202618
3740,5.072691561745816
8962,5.072056645252665
1917,5.070892234317592
5108,5.067087818364628
2322,5.057143558244237
7552,5.051536603052108
9602,5.047464871015705
9408,5.0424635957499016
