sample_id,aum
9003,5.498527607050809
11605,5.454340587962758
13126,5.435576295852661
7765,5.388392912257801
13159,5.198865884000605
12597,5.1904177741570905
8906,5.16708814014088
13024,5.143546598607844
9588,5.086781770532782
12863,5.071896796876734
12968,5.068181292577223
7379,5.064491807330739
7495,5.060742670839483
13182,5.028967454216697
2705,4.994036514108831
5649,4.985372062162919
11677,4.937646222114563
8031,4.8845482923767785
13083,4.881409617987546
11686,4.878404383225875
5058,4.865147425911643
11237,4.865144688432867
12758,4.860397400097414
3014,4.854286050796508
11689,4.841725527156483
13063,4.835867693207481
12834,4.830666552890431
12932,4.828024749322371
11504,4.823657282915982
13001,4.813031869043003
12892,4.775190552798184
6738,4.768432827429338
11666,4.736048254099759
11523,4.730847161466425
7820,4.729466000470248
2433,4.727716895125129
8608,4.706326658075506
11463,4.691684103012085
4766,4.689548303864219
11402,4.677201017466459
11642,4.6562554987994105
5094,4.6561326438730415
5285,4.651322987946597
2294,4.636287612264806
13061,4.630857166376981
6539,4.627119270238009
6511,4.624700684980913
13173,4.600167671116916
8214,4.583509906855497
6149,4.581163568930193
8896,4.580910830064253
8586,4.5797425941987475
13045,4.55363702990792
11486,4.5499274102124305
11552,4.549291542985222
13090,4.54822955456647
11244,4.542916242642836
11422,4.538394665718078
9355,4.53097110228105
8624,4.520951639522206
13152,4.520017411492088
6472,4.5182956262068315
6005,4.517589341510426
8514,4.510937475074421
11455,4.506407986987721
13116,4.497569572925568
11613,4.494405832073905
5471,4.4910650697621435
13067,4.473273795301264
13079,4.443781313029203
13172,4.412201881408691
9616,4.40767379023812
4915,4.404760588299144
12748,4.397856764359908
9127,4.393353103507649
6040,4.388904229077426
6207,4.363061579790982
9303,4.355727156183937
3546,4.3492824944582855
13171,4.330591194196181
9166,4.325814335996454
13106,4.321733958070928
3711,4.320318977399306
7712,4.319174010103399
11646,4.31340059041977
11630,4.303560422767292
2030,4.294271989031271
9615,4.2777300812981345
12951,4.268486480279402
11534,4.265337744626132
11503,4.261983025074005
13002,4.260511046106165
1890,4.2481877662918786
11603,4.2472683852369135
5426,4.240164370970293
4470,4.240137897838245
13011,4.237936993620613
12632,4.237750742110339
11695,4.236266277053139
11589,4.232088520310142
11604,4.22474497014826
12921,4.219294485178861
11171,4.216602563858032
11544,4.2121277397329155
7771,4.211823538216677
11531,4.210827643221075
13039,4.208252969655123
13047,4.206254998120395
11473,4.205277241360058
9972,4.193549992821433
13132,4.192876796288924
13122,4.186855310743505
12822,4.1861484603448345
7875,4.185373930497603
5200,4.178103400360454
5946,4.159061405875466
5655,4.158021319996227
12776,4.15727487152273
6129,4.156899153102528
7660,4.155452093211087
12778,4.148769169503992
11479,4.146101552789862
12938,4.145115119760686
9557,4.144261754642834
3204,4.141661468419161
9868,4.13873027454723
11376,4.136704876206138
4210,4.136351728439331
11617,4.1328811016949745
11441,4.128379781137813
13158,4.127128271623091
5728,4.124435598200018
11571,4.120956844633276
12760,4.120124702020125
7291,4.117712811990217
9912,4.116004765033722
12671,4.114567516066812
12746,4.110368925874884
11663,4.108506807413968
11575,4.108371572061018
11143,4.107707207853144
12713,4.104471622813832
12939,4.0990346675569365
6168,4.0990327174013315
5068,4.095930389924483
12719,4.095894346453926
9274,4.0954602631655606
11579,4.0872762907635085
11325,4.083590054512024
13198,4.077058066021312
12960,4.073694724386389
9873,4.067131454294378
2489,4.061627718264407
12851,4.0613432634960525
11619,4.060695854100314
13190,4.058259132775393
8762,4.055526566505432
